+------------------------------------------------+
| Time of Transition | PID | Old State | New State |
|                130 |   4 |      READY |   RUNNING |
|                133 |   4 |    RUNNING |   WAITING |
|                133 |   1 |    WAITING |     READY |
|                133 |   6 |    WAITING |     READY |
|                133 |   2 |      READY |   RUNNING |
|                139 |   2 |    RUNNING |   WAITING |
|                139 |   4 |    WAITING |     READY |
|                139 |   5 |      READY |   RUNNING |
|                143 |   5 |    RUNNING |   WAITING |
|                143 |   2 |    WAITING |     READY |
|                143 |   1 |      READY |   RUNNING |
|                148 |   1 |    RUNNING |   WAITING |
|                148 |   5 |    WAITING |     READY |
|                148 |   6 |      READY |   RUNNING |
|                150 |   6 |    RUNNING |   WAITING |
|                150 |   4 |      READY |   RUNNING |
|                153 |   4 |    RUNNING |   WAITING |
|                153 |   1 |    WAITING |     READY |
|                153 |   6 |    WAITING |     READY |
|                153 |   2 |      READY |   RUNNING |
|                159 |   2 |    RUNNING |   WAITING |
|                159 |   4 |    WAITING |     READY |
|                159 |   5 |      READY |   RUNNING |
|                163 |   5 |    RUNNING |   WAITING |
|                163 |   2 |    WAITING |     READY |
|                163 |   1 |      READY |   RUNNING |
|                168 |   1 |    RUNNING |   WAITING |
|                168 |   5 |    WAITING |     READY |
|                168 |   6 |      READY |   RUNNING |
|                170 |   6 |    RUNNING |   WAITING |
|                170 |   4 |      READY |   RUNNING |
|                173 |   4 |    RUNNING |   WAITING |
|                173 |   1 |    WAITING |     READY |
|                173 |   6 |    WAITING |     READY |
|                173 |   2 |      READY |   RUNNING |
|                176 |   2 |    RUNNING | TERMINATED |
|                176 |   4 |    WAITING |     READY |
|                176 |   9 |        NEW |     READY |
|                176 |   5 |      READY |   RUNNING |
|                177 |   5 |    RUNNING | TERMINATED |
|                177 |   8 |        NEW |     READY |
|                177 |   1 |      READY |   RUNNING |
|                182 |   1 |    RUNNING |   WAITING |
|                182 |   6 |      READY |   RUNNING |
|                184 |   6 |    RUNNING |   WAITING |
|                184 |   4 |      READY |   RUNNING |
|                187 |   4 |    RUNNING |   WAITING |
|                187 |   1 |    WAITING |     READY |
|                187 |   6 |    WAITING |     READY |
|                187 |   9 |      READY |   RUNNING |
|                194 |   9 |    RUNNING |   WAITING |
|                194 |   4 |    WAITING |     READY |
|                194 |   8 |      READY |   RUNNING |
|                209 |   8 |    RUNNING |   WAITING |
|                209 |   9 |    WAITING |     READY |
|                209 |   1 |      READY |   RUNNING |
|                214 |   1 |    RUNNING | TERMINATED |
|                214 |   6 |      READY |   RUNNING |
|                216 |   6 |    RUNNING |   WAITING |
|                216 |   4 |      READY |   RUNNING |
|                219 |   4 |    RUNNING |   WAITING |
|                219 |   8 |    WAITING |     READY |
|                219 |   6 |    WAITING |     READY |
|                219 |   9 |      READY |   RUNNING |
|                226 |   9 |    RUNNING |   WAITING |
|                226 |   4 |    WAITING |     READY |
|                226 |   8 |      READY |   RUNNING |
|                241 |   8 |    RUNNING |   WAITING |
|                241 |   9 |    WAITING |     READY |
|                241 |   6 |      READY |   RUNNING |
|                243 |   6 |    RUNNING |   WAITING |
|                243 |   4 |      READY |   RUNNING |
|                246 |   4 |    RUNNING | TERMINATED |
|                246 |   6 |    WAITING |     READY |
|                246 |   9 |      READY |   RUNNING |
|                253 |   9 |    RUNNING |   WAITING |
|                253 |   8 |    WAITING |     READY |
|                253 |   6 |      READY |   RUNNING |
|                255 |   6 |    RUNNING |   WAITING |
|                255 |   8 |      READY |   RUNNING |
|                270 |   8 |    RUNNING |   WAITING |
|                270 |   9 |    WAITING |     READY |
|                270 |   6 |    WAITING |     READY |
|                270 |   9 |      READY |   RUNNING |
|                277 |   9 |    RUNNING |   WAITING |
|                277 |   6 |      READY |   RUNNING |
|                279 |   6 |    RUNNING |   WAITING |
|                280 |   8 |    WAITING |     READY |
|                280 |   6 |    WAITING |     READY |
|                280 |   8 |      READY |   RUNNING |
|                295 |   8 |    RUNNING | TERMINATED |
|                295 |   9 |    WAITING |     READY |
|                295 |   7 |        NEW |     READY |
|                295 |   6 |      READY |   RUNNING |
|                297 |   6 |    RUNNING |   WAITING |
|                297 |   9 |      READY |   RUNNING |
|                304 |   9 |    RUNNING |   WAITING |
|                304 |   6 |    WAITING |     READY |
|                304 |   7 |      READY |   RUNNING |
|                309 |   7 |    RUNNING |   WAITING |
|                309 |   6 |      READY |   RUNNING |
|                311 |   6 |    RUNNING | TERMINATED |
|                311 |   9 |    WAITING |     READY |
|                311 |   9 |      READY |   RUNNING |
|                318 |   9 |    RUNNING |   WAITING |
|                318 |   7 |    WAITING |     READY |
|                318 |   7 |      READY |   RUNNING |
|                323 |   7 |    RUNNING |   WAITING |
|                324 |   9 |    WAITING |     READY |
|                324 |   9 |      READY |   RUNNING |
|                331 |   9 |    RUNNING |   WAITING |
|                331 |   7 |    WAITING |     READY |
|                331 |   7 |      READY |   RUNNING |
|                336 |   7 |    RUNNING |   WAITING |
|                337 |   9 |    WAITING |     READY |
|                337 |   9 |      READY |   RUNNING |
|                338 |   9 |    RUNNING | TERMINATED |
|                340 |   7 |    WAITING |     READY |
|                340 |   7 |      READY |   RUNNING |
|                345 |   7 |    RUNNING |   WAITING |
|                349 |   7 |    WAITING |     READY |
|                349 |   7 |      READY |   RUNNING |
|                354 |   7 |    RUNNING |   WAITING |
|                358 |   7 |    WAITING |     READY |
|                358 |   7 |      READY |   RUNNING |
|                363 |   7 |    RUNNING |   WAITING |
|                367 |   7 |    WAITING |     READY |
|                367 |   7 |      READY |   RUNNING |
|                372 |   7 |    RUNNING | TERMINATED |
