+------------------------------------------------+
| Time of Transition | PID | Old State | New State |
|                198 |   2 |    RUNNING | TERMINATED |
|                198 |   9 |        NEW |     READY |
|                202 |   9 |      READY |   RUNNING |
|                216 |   3 |    RUNNING |   WAITING |
|                219 |  10 |    RUNNING |   WAITING |
|                220 |   5 |    RUNNING |   WAITING |
|                223 |  10 |    WAITING |     READY |
|                224 |   3 |    WAITING |     READY |
|                225 |   1 |    RUNNING | TERMINATED |
|                225 |   5 |    WAITING |     READY |
|                225 |  10 |      READY |   RUNNING |
|                227 |   8 |        NEW |     READY |
|                227 |   3 |      READY |   RUNNING |
|                228 |   5 |      READY |   RUNNING |
|                231 |   8 |      READY |   RUNNING |
|                239 |   5 |    RUNNING | TERMINATED |
|                239 |   6 |        NEW |     READY |
|                242 |   8 |    RUNNING |   WAITING |
|                243 |   6 |      READY |   RUNNING |
|                244 |   8 |    WAITING |     READY |
|                248 |   8 |      READY |   RUNNING |
|                250 |  10 |    RUNNING |   WAITING |
|                251 |   9 |    RUNNING |   WAITING |
|                254 |  10 |    WAITING |     READY |
|                257 |   8 |    RUNNING |   WAITING |
|                257 |   9 |    WAITING |     READY |
|                257 |  10 |      READY |   RUNNING |
|                259 |   8 |    WAITING |     READY |
|                260 |   9 |      READY |   RUNNING |
|                263 |   8 |      READY |   RUNNING |
|                274 |   8 |    RUNNING |   WAITING |
|                276 |   8 |    WAITING |     READY |
|                280 |   8 |      READY |   RUNNING |
|                282 |  10 |    RUNNING |   WAITING |
|                286 |  10 |    WAITING |     READY |
|                290 |   8 |    RUNNING |   WAITING |
|                290 |  10 |      READY |   RUNNING |
|                291 |  10 |    RUNNING | TERMINATED |
|                292 |   3 |    RUNNING | TERMINATED |
|                292 |   8 |    WAITING |     READY |
|                292 |   7 |        NEW |     READY |
|                294 |   8 |      READY |   RUNNING |
|                295 |   7 |      READY |   RUNNING |
|                303 |   8 |    RUNNING |   WAITING |
|                305 |   8 |    WAITING |     READY |
|                308 |   8 |      READY |   RUNNING |
|                310 |   9 |    RUNNING |   WAITING |
|                315 |   6 |    RUNNING |   WAITING |
|                316 |   8 |    RUNNING |   WAITING |
|                316 |   9 |    WAITING |     READY |
|                317 |   9 |      READY |   RUNNING |
|                318 |   8 |    WAITING |     READY |
|                320 |   8 |      READY |   RUNNING |
|                322 |   7 |    RUNNING |   WAITING |
|                324 |   8 |    RUNNING | TERMINATED |
|                325 |   6 |    WAITING |     READY |
|                326 |   6 |      READY |   RUNNING |
|                329 |   7 |    WAITING |     READY |
|                331 |   7 |      READY |   RUNNING |
|                345 |   9 |    RUNNING |   WAITING |
|                351 |   9 |    WAITING |     READY |
|                353 |   7 |    RUNNING |   WAITING |
|                353 |   9 |      READY |   RUNNING |
|                360 |   7 |    WAITING |     READY |
|                362 |   7 |      READY |   RUNNING |
|                370 |   6 |    RUNNING |   WAITING |
|                379 |   9 |    RUNNING |   WAITING |
|                380 |   6 |    WAITING |     READY |
|                381 |   7 |    RUNNING |   WAITING |
|                381 |   6 |      READY |   RUNNING |
|                385 |   9 |    WAITING |     READY |
|                386 |   9 |      READY |   RUNNING |
|                388 |   7 |    WAITING |     READY |
|                389 |   9 |    RUNNING | TERMINATED |
|                390 |   7 |      READY |   RUNNING |
|                405 |   7 |    RUNNING | TERMINATED |
|                409 |   6 |    RUNNING |   WAITING |
|                419 |   6 |    WAITING |     READY |
|                419 |   6 |      READY |   RUNNING |
|                435 |   6 |    RUNNING | TERMINATED |
